,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
Actc1,-0.08857871,0.32947326,0.31704706,-0.63442785,0.30974323,-0.15569459,-0.30052033,0.062104575,-0.04620557,0.5988984,-0.12364932,-0.22735839,-0.05835363,0.08964822,-1.7276188,0.06001113,0.5950354,-0.86932975,0.6249582,-0.38182476
C130080G10Rik,0.23066181,0.26134115,0.39587885,-0.7956685,0.07327122,-0.152702,-0.3342371,0.15107001,-0.13988742,1.5070062,-0.27602473,-0.14288436,-0.026554603,0.028163463,-2.9361935,0.22331826,-0.1992146,-1.1288853,3.2623854,-0.4930014
Meis2,0.042931937,-0.14856482,-0.34963745,0.080650814,0.11690842,-0.051023062,-0.22337827,0.20734484,-0.26389977,-0.054848075,-0.26799184,0.3938465,0.26443267,0.05697442,-1.516029,-0.3365289,0.7926612,0.06994457,-0.3069066,-0.0068376125
Sord,-0.12196024,0.06540518,0.021430805,0.034294758,-0.11624783,-0.0614008,-0.1697032,0.58246577,-0.18975644,0.09812604,-0.17336148,-0.3308819,-0.035446282,-0.11145022,0.48146173,-0.39158055,-0.3048121,-0.08903231,0.29997236,0.007152627
Duoxa2,0.15375364,0.018996464,0.7162678,0.40846902,0.16037309,-0.085753635,-0.21598525,0.052439384,-0.44911495,2.4917626,0.09770962,0.17556104,-0.68879324,0.24387312,-0.7731353,-0.5488964,-1.2687913,0.5554656,2.5947387,0.4823071
AA467197,-0.1861815,0.32404378,-0.27060202,-0.5480797,-0.26861313,0.030342238,0.18330956,0.27820963,0.17051424,1.3280026,0.13913089,0.21569763,-0.088102356,0.17025264,-0.75177366,-0.28101996,-1.6688676,0.07213443,2.160081,-0.060028624
Hdc,0.07274448,0.14792933,0.3868392,0.07526519,0.36186716,-0.2774482,-0.5344462,-0.4503333,-0.21602109,1.0910715,-0.41910765,0.14152467,-0.18283977,-0.7373631,-1.2479578,-0.020734156,-0.16985807,-0.65945745,2.5789065,-0.043024644
Dusp2,0.08785266,-0.5529346,0.020704402,0.27511838,0.17585026,-0.29424697,0.2524403,-0.09397946,-0.09069308,0.3491149,0.2254379,-1.0075023,0.20388928,-0.13155058,-1.2753004,0.14328724,-0.2631333,-0.81656605,1.1161312,0.0029329075
Avp,0.41401964,0.27148142,0.21317697,-0.61299616,-0.095052294,-0.53391755,-0.31516716,0.031594247,0.49658257,1.8048053,-0.2269959,-0.13428415,0.107578784,-0.52260196,-2.406724,0.5284687,-0.42527613,-1.244656,4.38964,-0.3208141
Smox,-0.20596518,0.10680258,-0.1906134,-0.0107262675,-0.11190754,-0.19191019,-0.115898326,-0.20819975,0.07529508,-0.52091306,-0.19746338,-0.43078294,-0.038749862,-0.13037835,-0.7487832,-0.049350146,-0.2552766,-0.8458989,0.58341444,0.012658675
Bmp2,-0.13597749,0.120170414,-0.053105813,0.21446896,-0.07890302,-0.06335898,0.2003053,-0.8535018,-0.066306844,0.66098297,-0.24242643,-0.67782885,-0.16554786,-0.10818923,-0.5570463,0.63079125,0.73802614,-0.044142894,0.8790967,-0.17440592
Rrbp1,0.2339248,0.053264923,-0.21167716,0.09960582,-0.03524802,-0.12633361,-0.0040707095,0.09031974,0.011601745,-0.35274523,0.067210324,0.0033278822,0.018573875,0.1293945,0.2160221,0.23262621,0.19600976,0.34308648,-0.61344844,0.0052677975
Pax1,-0.29472768,1.1430632,0.30025366,0.9841322,0.1074183,-1.4197491,-0.4303396,-0.024812201,-0.6770184,1.3053782,-0.00039915484,0.3879264,-0.042567153,0.28103933,-2.195747,0.5219645,0.082344204,-1.4585459,3.565435,0.9319854
Foxa2,-0.141952,0.638812,0.53764343,0.053517606,-0.26795775,-0.8122289,0.025015125,-0.6442862,-0.095800854,-0.3354696,-0.5001689,0.4091699,-0.61367965,0.44461456,-0.47036955,-0.0021736764,0.7639413,1.1233239,2.083791,0.83313
Cst3,-0.08259535,0.06403298,-0.08135136,-0.021108884,0.012195894,-0.13050632,0.045615684,-0.06503196,-0.03013011,-0.16953348,-0.04253067,-0.041177012,-0.086127885,0.050312046,0.45877242,0.09882418,0.05816348,0.47670656,-1.3088638,0.12615009
Cst7,-0.48754367,0.2484996,-0.40538478,-0.10667726,0.26914623,-0.7584187,-0.7222918,-0.085481055,0.08273054,3.2299888,0.13471378,-0.8769367,-0.27600217,0.021275783,-2.4398575,-0.09979712,-0.41615275,-2.6251147,4.7595882,0.9097557
Tcf15,-0.2002566,0.4016535,0.18318516,0.31926155,-0.43831053,-0.2106921,-0.6153245,0.31310484,-0.58594644,0.32477772,0.06718612,-0.2211871,0.40448505,-0.062038023,-1.1143506,-0.19398402,-0.21156232,0.034747314,0.33051583,0.8043078
Id1,0.048798576,-0.21252093,-0.23533528,-0.10322602,0.15810274,-0.27306563,0.48091197,0.13447496,-0.26867372,0.14832713,0.043820214,0.2442979,0.35869908,-0.3568081,0.30339977,-0.35027736,0.37301067,0.6845365,-1.1028205,-0.15625893
Dnmt3b,0.07307775,-0.1478088,0.03652297,0.13731712,-0.087183975,0.046890344,0.03994947,0.18190849,-0.134802,-0.9163952,-0.066507235,0.18799756,0.009649847,-0.03724255,-0.010549281,-0.03871771,-0.7574857,0.9773096,-0.6992052,-0.01797044
Myl9,-0.24424656,0.015803555,-0.14136873,-0.39253283,0.37720203,-0.20631199,-0.12122363,-0.2633241,0.15986048,-0.011567652,-0.14759855,0.19332775,-0.103352755,0.10390183,-1.3315859,0.40802568,0.57389665,-0.24877512,0.17282093,-0.19727829
Nnat,-0.23514305,0.26842523,-0.013434627,-0.00033200186,0.038457826,-0.00067435246,-0.14800641,-0.006235126,-0.23214711,-0.40759188,0.033149954,0.3705667,-0.09519857,0.14213006,-1.7501892,0.14033972,0.3046746,0.12565939,-0.731504,0.3436498
Mafb,0.0633557,-0.44849145,-0.3941576,-0.10704442,0.102626465,0.014627458,-0.1307699,0.82447577,-0.12273484,0.3650608,-0.23074019,0.45154655,-0.121577084,-0.18840213,-1.4046788,0.34320703,0.9991407,-0.36885637,1.8343154,0.016674252
Gtsf1l,-0.0042902958,0.035653893,0.18818006,0.14862569,-0.071446255,-0.26425815,-0.041315723,-0.019700414,0.0002349381,0.73663706,0.10133209,0.07227153,0.19669145,0.09771751,0.4335282,-0.31553996,-1.1231657,0.5166321,1.9650291,-0.17545593
Hnf4a,-0.1475988,0.038697902,0.14952865,-0.09277602,-0.32183456,0.09175932,0.12353887,-0.028561667,-0.16536604,0.37253103,-0.17849416,0.12095467,0.2976124,0.1691737,0.37773955,-0.045327887,0.6693407,-0.14587557,2.7802935,-0.100689486
Slpi,0.03876212,-0.08977075,0.09925875,0.12024856,0.3784485,-0.70632243,0.18885812,-0.13658392,0.45160967,0.5984336,0.46491426,-1.3244077,-0.013161056,0.25894135,-2.242737,-1.1052567,-0.2574012,0.5054132,2.3005056,-0.30313638
Wfdc2,-0.029283654,-0.24364191,-0.09511693,0.14909396,0.004660031,-0.127929,0.052034356,-0.019696273,-0.01013211,-0.4130044,-0.03865319,0.74463737,0.007887935,0.17868203,-1.0631398,0.17975037,-0.56773597,0.6108329,-0.6845392,-0.16007425
Ube2c,-0.20344076,-0.07710899,-0.02195106,0.019508582,-0.04263129,-0.08720695,0.04317443,0.047175273,-0.040291727,-0.7295443,-0.051814657,-0.08768399,-0.018096143,-0.06157735,0.30758166,-0.095846884,-0.20462136,0.30232516,-1.7902124,0.058351442
Snai1,-0.110160306,0.27984425,-0.021332951,0.18245059,0.31928024,-0.13240893,0.080494836,0.5124809,-0.28670263,0.8428033,0.42771396,-0.39145193,-0.26695618,-0.18850537,-1.1624601,-0.2542725,0.09034535,0.6862236,-0.08297222,-0.04932812
Cebpb,-0.07338781,-0.055088926,-0.13181654,0.09043211,-0.107764326,-0.19689806,-0.26084653,0.068350226,-0.03149932,0.118602365,-0.07124535,-0.21769139,0.10363937,-0.28578004,0.14109935,-0.013979843,-0.66902715,0.340758,0.20118414,-0.108008005
Fam210b,-0.13424727,0.14357352,-0.054270055,0.077626,-0.21832404,-0.027333142,0.14514734,-0.17570323,0.058213297,-0.21570584,-0.13579561,-0.51148534,-0.01812597,-0.21894766,0.06293956,0.18404333,-0.41261306,-0.5063983,0.243219,-0.083043374
Tfap2c,-0.26320094,-0.03463046,-0.6579245,0.116637774,0.3808244,0.11300683,0.30811015,0.14839001,-0.19299933,1.1325493,0.13046895,0.18539399,0.47649297,-0.32405084,-0.69482136,-0.5742907,-1.4421338,-0.14023325,0.73080176,0.07808504
Rbm38,-0.0699364,-0.1877444,0.12355997,-0.029864142,-0.1996981,-0.28325197,0.098596536,0.1290261,-0.06209027,-0.32516727,-0.269183,-0.18485118,-0.0306942,-0.04592092,0.48810616,0.1611485,-0.63191646,-0.18903328,-0.48366213,0.028428473
Ctsz,-0.061205253,-0.089543216,-0.102169454,0.042602744,-0.08245318,-0.07545499,-0.00913452,0.09305203,-0.061971646,-0.5906976,-0.02828081,-0.015210448,-0.13397351,-0.04226097,0.7458764,0.06746709,0.12166295,0.28382996,-0.6638537,0.077224694
Gata5,-0.22220837,-0.09720162,0.28592917,-0.27307326,-0.39212704,0.10094997,0.13574883,-0.28067955,-0.3988339,2.0026236,-0.25259316,0.07781005,0.40882593,-0.17930183,-1.5441343,0.37422484,1.0228492,-0.5431606,1.4002752,-0.8683309
Pim2,-0.11541053,-0.13043723,0.23170896,-0.06290053,0.12810746,0.12349431,0.12694158,0.21746758,-0.18744166,-1.1693604,-0.18282452,0.2768704,-0.0708257,0.046731725,-0.75149375,-0.140719,-0.9989869,0.9514787,0.49784303,-0.11713817
Gata1,-0.23869647,-0.47068116,-0.30433252,-0.2034678,-0.31618842,0.2103709,-0.009540916,-0.65813917,-0.0405476,0.57483596,-0.32851171,-0.75642127,0.136211,-0.08282151,-0.16710076,-0.094719,-1.030491,-1.4791075,1.1862618,0.035839316
Slc38a5,-0.14235644,-0.034313202,-0.18998438,0.40780696,-0.37980133,-0.10362853,-0.05207033,-0.25106674,0.116376355,-0.5078991,-0.14682393,-0.60528374,-0.04159218,0.001062873,-0.9168336,0.07674149,-0.22973736,-1.4282497,1.2455833,-0.32998997
Klhl13,-0.033269577,-0.21086377,-0.10504115,-0.24102157,-0.114754066,-0.10581126,0.033501804,0.20597838,-0.26108354,1.0021048,-0.04976435,0.22594982,-0.012784119,-0.1008815,-0.008320466,0.03415504,-0.35758862,0.092990756,0.2098478,0.12649535
Akap17b,0.10483991,0.14210585,-0.058550693,0.19987184,-0.03609395,-0.26588708,0.11550228,0.22274533,-0.23249027,0.73689944,-0.09686986,0.16841246,-0.0434133,0.15091288,0.053770132,-0.30032143,-0.48104644,0.1407469,0.5910683,0.20362423
Gm9,-0.062145866,-0.09860731,-0.014412676,-0.2152635,-0.043220058,0.42007118,-0.11072911,0.08432106,0.15591018,2.2278125,0.3633983,0.091056675,0.11381485,0.1287553,-0.26669765,-0.37924498,-1.4900875,0.06406348,1.9622555,-0.2793454
Rhox1,-0.087705724,-0.029863173,-0.15931948,-0.086246796,0.09188194,0.3456509,-0.26748934,0.07522694,0.062357653,2.2826114,0.34946272,-0.25123298,0.22509387,0.1817298,-0.4211007,-0.39742526,-1.5874735,0.12258673,2.830098,-0.03673328
Rhox5,-0.114163004,0.013275702,0.2627291,-0.11322684,-0.0653992,0.23732743,-0.0066339,-0.050713018,0.13824303,1.1586775,0.16611111,0.18993302,-0.051285353,0.011113665,1.4876415,-0.22027554,-0.40863487,0.50081915,-0.05490052,0.16517556
Rhox6,-0.09744939,-0.06557004,-0.054221265,-0.402718,-0.11606903,0.20363846,-0.018444521,0.059911195,0.21295802,1.6314659,0.37710124,0.2516439,0.23842646,-0.06855019,0.8291385,-0.07974319,-0.45784476,-0.0962475,1.6335744,7.4893374e-05
Rhox9,0.13255407,-0.08480014,0.035940465,-0.4586716,0.21940692,0.21435748,0.11598925,0.032926984,0.26159647,2.1685722,0.5103152,0.21858996,0.3250277,-0.11712097,0.05758298,-0.22213674,-1.043777,-0.1643451,2.1516778,-0.12864567
Mbnl3,-0.1983196,0.140177,-0.27966905,-0.0009743519,-0.029010966,0.20835093,-0.25663492,0.22039941,0.03980287,0.88869494,0.15166195,-0.025015995,-0.021972593,-0.24142075,-0.92119914,0.32724476,-0.4436381,0.07647039,0.44029564,-0.22673073
Gpc4,-0.36710283,0.46424115,-0.40869033,-0.13732004,-0.23302335,0.38000774,0.49708068,-0.19658081,0.12383975,-0.016758736,0.009679822,0.049347706,-0.17499273,-0.27094036,-0.66046226,0.0647061,-0.52251667,0.16761893,0.8287857,0.2813434
Gpc3,-0.12333657,0.013762698,-0.1650992,-0.0032611398,-0.18947941,-0.13904035,-0.080154024,-0.124348536,-0.0069664284,-0.48940477,0.109463505,0.082982056,-0.15830648,-0.18044662,-0.19063704,-0.10621642,1.1839459,0.5736969,-0.59070116,-0.04041016
Plac1,0.018098742,-0.16840707,0.09142147,0.3663775,-0.06670894,0.1509969,-0.09857827,-0.0086739315,0.351797,1.344576,0.38836563,-0.35037866,0.36829698,-0.45916152,0.06539927,0.5230912,0.9045047,0.00991557,0.81228477,-0.7662665
Gm773,-0.062267922,0.2021733,-0.07414983,-0.2990694,-0.5770904,-0.20940617,0.15980673,-0.17390577,-0.17092772,2.4933577,-0.2561319,0.026114013,0.030121706,-0.29873884,-0.1377809,-0.24536274,0.46979964,0.21306561,3.4579055,-0.052821476
Ldoc1,-0.25148013,-0.039516103,-0.40971333,0.3583663,-0.034566585,0.0027387245,-0.4345778,0.061273683,-0.20047632,1.0137746,0.098044455,0.41458207,0.37297818,-0.088569835,-0.8639575,0.14517638,-1.2120783,0.23004201,0.9095192,-0.28012937
4933402E13Rik,-0.15832946,-0.28299865,0.13644364,-0.32134324,-0.24818467,0.023159828,-0.047112457,-0.13588715,0.0056492114,0.42266378,-0.07277257,0.32458654,-0.028122941,-0.1280998,0.64418656,-0.22764105,0.5583248,-0.086440116,1.8753073,-0.08479117
1700019B21Rik,-0.23842576,0.2990175,0.09085758,0.57039,0.06560572,0.05919488,-0.52828276,0.550652,-0.0745049,1.2631199,-0.29578924,0.19570799,-0.17158695,0.35740134,-0.0719873,0.3295527,0.48379445,-0.9054907,2.6857152,0.007912657
3830417A13Rik,-0.2309394,0.2073151,-0.26128912,0.12216367,0.14962013,0.0032547985,-0.35752016,-0.08372783,-0.079267465,2.368336,-0.004947784,0.52274954,-0.043915987,-0.07972164,-0.9150776,0.54646295,-1.0944892,-0.64022803,1.612308,-0.2702022
Fmr1nb,-0.1543996,0.14242797,-0.12448455,-0.003356953,-0.05092567,0.15878043,-0.14862141,-0.11019349,0.010649249,0.38020608,0.16878115,-0.058808915,0.06859832,0.13045958,0.8830145,-0.031284183,-0.47932383,0.56245893,0.9253258,0.08521284
Xlr3a,-0.17893934,0.14346908,0.04634972,-0.055452675,-0.29790288,-0.10600154,-0.00853424,-0.06360145,-0.020147637,0.7011935,0.015927047,0.10966119,0.03296777,-0.12182831,0.6669057,-0.11058453,-0.22309253,0.34165978,0.9651897,0.23191155
Xlr3c,-0.2051937,0.13189209,-0.037426274,-0.072812214,-0.3720268,-0.17404258,-0.014814271,0.12887003,-0.12205825,1.5567892,0.2058899,-0.03336823,-0.0878779,-0.24146104,0.03826254,-0.14667001,-0.53505784,0.087229066,2.2513661,0.27273393
Dusp9,-0.2554078,-0.09090306,-0.053783186,-0.005893644,-0.108737186,-0.14094584,-0.22790638,-0.047436394,-0.34127313,0.83816814,-0.13585272,-0.13806766,0.05376008,0.12020837,0.25788102,-0.17733708,0.022042803,0.44982028,-0.74580425,-0.20663072
Renbp,-0.24923623,0.018273108,-0.07858318,0.046715043,0.010221994,-0.08214812,-0.07044112,0.16832611,-0.005330343,0.114520624,-0.034539253,-0.0014371733,-0.09254533,-0.25218904,0.2813576,0.07418257,0.1132115,0.18032302,0.39976498,0.11003606
Mageb16,-0.19979064,-0.059778314,-0.054120537,-0.28948992,-0.18578175,0.20429717,-0.040481683,-0.166474,0.12430721,1.3070844,0.11383967,-0.049475323,-0.06968483,-0.22884591,0.8363848,-0.34429976,-0.5991195,0.13804476,1.712021,0.03138615
Fthl17a,-0.10754122,-0.15408285,-0.2648932,-0.31715313,-0.18877052,0.12890875,-0.5739423,-0.017545449,0.025134793,2.1437016,0.4825353,-0.10798061,0.24073118,0.060764086,-0.4347862,-0.1136494,-0.9937191,-0.18562023,2.7545128,-0.3431478
Nr0b1,0.23924977,-0.45033196,0.51557815,0.12732403,-0.008266835,0.48285848,0.1494071,0.12137057,-0.12923107,1.3448281,-0.19348545,0.14333251,-0.13336883,-0.14939915,-0.5978132,-0.52117974,-1.7669418,0.58993125,1.8904233,0.60829365
Stard8,0.111964755,0.10369992,-0.20867756,0.44805914,0.22127678,0.08328069,0.3241054,-0.27124164,-0.019106803,1.6091838,-0.5290299,-0.23388092,-0.022059785,0.502872,-0.12263441,0.27891833,0.44028875,0.027144529,0.6480178,-0.13261645
Slc7a3,-0.042452656,-0.17803939,-0.06688903,-0.08220835,-0.1588492,0.31605893,-0.043380704,0.21926141,0.1423818,-1.2929195,0.19748728,0.35388282,0.018214155,-0.2185373,-1.3961152,0.15047248,-1.0213698,0.80177885,1.0627402,-0.1156558
Itgb1bp2,0.04540813,0.4557887,0.15350668,-0.5597005,0.036871903,-0.62933016,-0.15313831,0.08154647,0.042609733,1.3758929,-0.14530483,-0.4464027,0.20118721,0.077083096,-1.5687739,0.11010067,-0.12774825,-1.146501,3.042139,-0.21310753
Cited1,-0.23374744,-0.046503983,-0.10824939,-0.18523687,-0.45069012,-0.20481999,-0.08077718,0.024781112,0.3115252,0.8824791,0.23573723,0.15495698,-0.003654647,-0.016597617,1.004649,-0.93785125,0.5892239,0.2364928,-0.51322055,0.11519586
Gm9112,-0.46235353,0.4025311,-0.107782535,0.29034138,-0.662041,0.04042788,-0.56738394,-0.07536097,0.110513,2.382245,0.52831125,-0.17622732,1.1243399,-0.2315463,-1.957252,0.12287091,-0.9284963,-0.8029686,4.3393803,-0.31568578
Cdx4,-0.068552025,0.15833211,-0.19402082,0.46717915,-0.38123068,-0.09018161,0.71500254,0.08424969,1.3917495,0.77359056,-0.2986603,0.198393,-0.21706234,-0.17160262,-1.7085983,-1.0188736,0.68119687,-0.89215946,1.0286347,-0.45853442
Xist,0.37565395,0.15096982,-0.20432019,0.07549524,-0.19778709,-0.08415562,0.06931678,0.11087058,-0.12560709,-0.5626949,0.028198794,-0.082855746,-0.021413233,0.028480947,0.11798815,0.054313432,-0.21905357,0.24360128,-1.0028521,-0.01277988
Itm2a,-0.088205226,-0.19557895,0.11596048,-0.062111612,0.06255743,0.018155541,-0.059165988,-0.06742338,0.09448915,-0.6386927,0.064172395,-0.119104974,-0.056362197,-0.31978756,-1.433203,0.6531473,0.101455554,-0.15484385,-0.3594455,-0.07988647
Pcdh19,0.35002112,-0.23906802,-0.40179744,-0.011745814,-0.40155593,-0.23153426,-0.5499269,0.13691802,-0.42897946,1.2231174,0.23016874,-0.17169666,-0.14155415,0.20530368,-2.3253655,-1.1156592,0.74415946,0.069815315,1.1226038,0.078357756
Nxf7,-0.2584596,-0.10186882,0.21093068,-0.070011675,-0.3350917,0.16535762,-0.15068512,-0.022967989,0.057280816,1.3113773,0.27918413,-0.045918692,0.04733051,-0.31097698,0.3754186,0.39793372,0.7890584,0.124702215,1.6645081,-0.36996022
Bex2,-0.20719728,0.015653508,-0.0006249854,0.17511272,-0.030083835,-0.07370028,-0.05223634,0.1312225,-0.08319745,-0.9869409,-0.047962226,0.07760586,-0.07292517,-0.03307112,0.14266403,-0.009027739,0.52184665,0.41994962,-1.168075,-0.1339899
Bex4,-0.12779167,-0.17133002,-0.040026292,0.11197342,0.03926722,-0.19746065,0.030332506,-0.010856007,0.12980647,-1.4582214,-0.16992909,0.17564191,-0.0877189,0.011486626,0.51793355,0.021938741,0.20513023,0.36548945,-1.3007045,-0.10465809
Bex1,-0.09031621,-0.17185558,0.0011899932,0.11231645,-0.072071366,-0.2198097,0.03432598,0.09666872,0.08046639,-0.58129686,-0.20225787,0.380485,-0.12779596,0.04727315,0.7463146,-0.026990525,-0.3962696,0.5283523,-1.846696,-0.114667624
Tceal9,-0.12282443,0.04985525,0.026364867,0.054654922,-0.035556972,-0.08557823,0.007901147,0.051217113,0.026504416,-0.31254157,-0.12356785,0.3207808,-0.0648003,-0.06851012,0.5481332,-0.017786078,-0.07207811,0.64740616,-2.0736666,-0.068603516
Bex3,-0.14109854,0.036956616,0.019518234,0.043453958,-0.016604597,-0.08389363,0.01797985,0.09966908,-0.09546102,-0.31243625,-0.12743962,0.16289109,-0.05090811,0.06374649,0.62069327,-0.040697925,-0.22474045,0.5283363,-2.2701132,-0.047550112
Plp1,0.109922506,-0.21699156,-0.31456634,0.12937479,0.2960583,-0.15805128,0.13772768,0.42866123,-0.5581128,0.39816758,0.022534847,-0.024003793,-0.30229577,-0.38418278,-1.6293236,-0.03939571,-0.1668566,-0.6501433,0.9494957,0.09536304
Esx1,0.009993062,-0.6480552,-0.30615392,-0.042611685,-0.033049446,0.17089866,-0.420411,0.45596093,-0.32610664,1.6741918,-0.2298436,0.39660752,0.2262672,-0.022095695,0.5080159,-0.14696187,-0.059871804,-0.20985144,1.8760272,-0.30891988
Nrk,-0.010790527,0.44556916,-0.07077604,0.18741067,-0.15470147,0.2662235,-0.12512402,0.21061006,0.33109325,0.54329634,0.25364324,0.06758366,0.37023348,-0.18013872,0.30669126,0.22410442,0.7644391,-0.057531953,1.672567,-0.23527005
Trap1a,-0.0064569027,-0.06262098,-0.008597625,0.027367527,0.055403814,0.10604657,-0.1815255,-0.15056008,-0.0016247134,0.57845324,0.16612506,0.4210803,0.031777196,-0.01663268,1.0659882,-0.06919295,-0.71267503,0.6924834,0.6876517,0.3239445
Rnf128,0.047000512,0.05185298,-0.049974762,0.2819097,-0.15884621,-0.08789075,0.15438782,-0.022098802,0.20047441,0.8390763,0.049139306,0.17014436,-0.41389644,-0.29497632,0.4439762,-0.07969294,-0.35425904,0.24416853,0.1167116,-0.044778
Cldn2,-0.08324183,0.12760448,-0.009976046,0.1939913,-0.08443743,0.31491926,0.121790364,0.15712184,-0.076739445,0.594557,-0.24750568,0.022291252,-0.16466768,0.1910457,0.12791708,0.33238748,1.0798554,-0.04178905,2.2064216,-0.089258246
Morc4,0.07706313,-0.10580515,0.0866656,0.17377974,-0.14908746,0.16210216,0.20198713,0.27087933,0.1078919,1.4316636,-0.18019855,-0.14860371,-0.26947218,0.02057145,0.67989355,-0.12324336,-0.18552196,-0.061214384,0.30334494,-0.38354468
Nup62cl,-0.21435793,-0.14150426,0.07899338,-0.01798787,0.09220431,0.11401137,0.1648866,0.18849064,0.006676812,1.0532398,0.06370628,0.033609476,-0.45946398,-0.32970038,0.21128823,0.05372146,-0.4470224,0.17134424,-0.13708769,-0.015896613
Amot,0.3169772,0.1987545,-0.074017644,0.29481596,-0.35555497,0.020079324,0.30136478,-0.4057816,0.1307126,0.25598958,0.15257363,-0.3645675,-0.043712217,-0.14796205,-0.063020125,0.15190105,0.70934427,0.16948614,0.41554144,-0.3671102
Alas2,-0.13752732,-0.0733656,-0.21157445,0.043597035,0.029081114,0.024353912,-0.013163772,-0.2806685,-0.099308975,0.20586805,-0.119119145,-0.42395237,-0.032770317,-0.3223767,-0.9075295,-0.1912781,-0.003690258,-2.5518143,1.65612,-0.029898342
Maged2,-0.28208515,0.16492695,-0.0204078,-0.09112225,0.007369621,0.0147492485,-0.008423467,0.013995485,0.18810469,0.06423166,0.12494055,-0.012731527,-0.06010487,-0.29303592,-0.9854713,0.22462524,0.15683879,0.027680796,-0.50151014,0.20031212
Spin2c,-0.16855466,0.05724661,0.041112542,0.368479,-0.27509484,0.16963089,0.14399736,-0.0077001797,0.13156027,0.7556957,-0.05234451,0.10554708,-0.092985,-0.24278098,-0.7913614,0.066579774,0.28466582,0.43024012,-0.43540424,-0.7921084
Sat1,-0.23445667,0.08243709,-0.21356136,0.069231585,0.07506151,-0.2251085,-0.01946216,-0.12005337,0.23488154,0.04942606,0.006921765,-0.245946,-0.0052557234,-0.18885386,0.07902256,0.07456493,0.26373574,0.21224098,0.036252607,0.22073737
Smpx,0.2509769,-0.041943364,0.37256354,-0.8404532,0.24068531,-0.4866588,0.30921167,-0.28011355,-0.05135661,1.8594238,-0.5179334,0.10606165,0.015575155,0.57411057,-1.4023154,0.01561923,0.5107623,-1.7612619,3.0514991,-0.20013012
S100g,-0.1955101,0.038477477,0.07551281,-0.079579264,0.22947039,0.02230847,-0.26862225,0.21670175,-0.13425305,0.15457895,0.06590856,0.44525447,0.048791327,0.18795303,0.65424967,-0.1452036,0.9318901,-0.7262652,1.2086927,0.16440761
